"","act","position","t_iqr","t_mad","t_max","t_mcr","t_mean","t_min","t_rms","t_sttdev","t_variance"
"8305","Running","Hand Swing",9.33508981117706,4.65939023594524,23.7263349108399,0.0859375,12.8322376855992,3.58166225025175,13.8901011883777,5.31682113707612,28.2685870036594
"8306","Walking","Hand Swing",2.42919591627792,1.27515671532025,15.3229681080652,0.0625,12.1007851109568,8.66834171905138,12.1977900509142,1.5352790706021,2.35708182462885
"8307","Walking","Hand Swing",2.69041529292046,1.31235731485265,13.955406538004,0.0625,11.3198936773655,8.69425722663894,11.4129936339551,1.45479580073615,2.11643082183954
"8308","Walking","Hand Swing",2.4995278672015,1.28234436813501,14.6150090037431,0.0625,11.5545861210004,9.00007582469852,11.6486958777089,1.47771960254155,2.18365522373554
"8309","Walking","Hand Swing",2.27905214067776,1.30867125340865,14.8926707246422,0.0625,11.8858595588903,9.50196576811177,11.9824996241586,1.51876258490149,2.30663978929664
"8310","Walking","Hand Swing",2.09963072660227,1.21642299323966,15.4685149054056,0.0625,12.0425067107207,9.19031625461762,12.1328546966321,1.47790230118046,2.1841952118345
"8311","Walking","Hand Swing",2.23687005218806,1.35854511565206,15.2694273625145,0.0625,12.0334815275171,9.24870409657242,12.1435420729455,1.63123769092716,2.66093640430136
"8312","Walking","Hand Swing",2.45673186703223,1.32481885980048,15.1378487993555,0.0625,11.8918948471878,9.07578544984634,11.9927834032781,1.55231784804859,2.40969070137022
"8313","Walking","Hand Swing",2.01137512024604,1.27973330379407,15.462463863793,0.0625,12.2367101846622,10.1486348922017,12.3330437761844,1.53847087780873,2.36689264186558
"8314","Walking","Hand Swing",1.86892753209006,1.07331307718735,14.505400756121,0.0546875,11.7288903972734,9.20905586315462,11.8015589556623,1.30764055945097,1.70992383272125
"8315","Walking","Hand Swing",3.20128426368389,1.44768513951492,14.2982684018978,0.0703125,11.5252953200212,8.68237529971279,11.6435563034457,1.65528582964028,2.73997117780792
"8316","Walking","Hand Swing",2.3962044330557,1.29103822717262,14.5839340303656,0.0625,11.565476872141,8.99704917817921,11.663172146822,1.50642930347738,2.26932924637534
"8317","Walking","Hand Swing",2.08220811928039,1.2268062647621,15.05283459984,0.0546875,11.2503794828431,8.27258682949951,11.3509401433725,1.50758204766723,2.27280363044853
"8318","Walking","Hand Swing",2.43226304136219,1.32481339768521,15.0629711355792,0.0625,11.4816362606426,8.07039123862119,11.5907156744691,1.58641691389136,2.51671862468059
"8319","Walking","Hand Swing",2.02740500366596,1.08398799799916,14.2292528135028,0.0546875,11.4401408616127,8.64649001600256,11.5133651642046,1.29643915043476,1.68075447077999
"8320","Walking","Hand Swing",1.91286477213671,1.07646371841748,14.1226039077777,0.0859375,11.0842725174821,8.36735426780068,11.1590923580728,1.29005620582522,1.66424501418816
"8321","Walking","Hand Swing",2.07645222954177,1.13473471998978,13.9810737567131,0.0546875,11.2992687221513,8.35725593218953,11.3806447158146,1.35852879697556,1.84560049221186
"8322","Walking","Hand Swing",2.21298198904853,1.22682996596772,14.6302816467832,0.078125,11.4688613269198,9.00724715000018,11.5616844212613,1.46211029704347,2.13776652072055
"8323","Walking","Hand Swing",2.87573594037751,1.37823943325335,14.1332763617956,0.09375,11.3907760347801,8.79110432601753,11.5100940819721,1.65302362394763,2.73248710132897
"8324","Walking","Hand Swing",2.18736849322055,1.22349119460354,14.9112617370888,0.0625,11.4820284455289,8.78017312189494,11.5763096240915,1.47443795695126,2.17396728889862
"8325","Walking","Hand Swing",3.25163191922375,1.58209088719239,14.7668714190288,0.0625,11.5078048620894,7.84385594944655,11.6655714994252,1.91206319567988,3.65598566427357
"8326","Walking","Hand Swing",2.77209659956134,1.39524462051743,14.1196392303423,0.0625,11.3860641213099,8.87670968916274,11.5037175980666,1.6410552706983,2.69306240148668
"8327","Walking","Hand Swing",2.85653223294582,1.51168653469701,14.0998468112072,0.0625,11.3379542855102,8.62608505745251,11.4726804942768,1.75305172297883,3.07319034343903
"8328","Walking","Hand Swing",2.58350887200737,1.50299514429611,15.4026203318907,0.0625,11.3914627016579,7.95744685761293,11.5338065972935,1.8064529167706,3.26327214050901
